transaction_id,customer_id,order_date,product_category,product_price,quantity,payment_method,country,discount_percent,shipping_days,customer_age,customer_gender,is_returned
T100270,C1999,2023/12/08,Electronics,153.69,5,Bank Transfer,Nigeria,46.09,14,25.0,Male,0
T100271,C2298,2023/10/10,Home,163.06,3,Cash,NIGERIA,48.55,10,32.0,Female,0
T100272,C1270,11-12-2022,Electronics,134.97,4,Cash,Kenya ,27.96,11,53.0,Male,0
T100273,C1146,2022/09/30,Home,290.13,4,Bank Transfer,South Africa,16.04,1,28.0,Female,0
T100274,C1902,2022/02/15,Clothing,190.04,1,Card,South Africa,47.45,14,,Male,1
T100275,C1921,28-04-2023,Clothing,109.88,3,Bank Transfer,Ethiopia,34.75,7,60.0,Female,0
T100276,C1123,18-10-2022,Home,329.11,-4,Mobile Money,Egypt,,14,42.0,Female,0
T100277,C2851,2022/11/20,Electronics,252.82,1,Card,ethiopia,15.25,12,40.0,Female,1
T100278,C1483,29-05-2023,Electronics,439.95,1,Mobile Money,Egypt,44.86,2,51.0,Male,1
T100279,C1492,10-08-2023,Home,168.0,2,Cash,South Africa,43.13,12,26.0,Male,0
T100280,C1650,2022/03/11,Electronics,420.56,1,Mobile Money,NIGERIA,48.06,12,58.0,Female,0
T100281,C2595,12-07-2022,Clothing,19789.33,5,Cash,South Africa,34.37,12,26.0,Female,1
T100282,C1376,2023/02/01,Clothing,117.01,1,Mobile Money,South Africa,37.12,13,29.0,Female,1
T100283,C2408,2022/11/29,Clothing,389.23,4,Mobile Money,S. Africa,29.69,12,51.0,Female,0
T100284,C2797,2022/09/09,Sports,24.43,1,Cash,NIGERIA,44.22,5,45.0,Male,0
T100285,C1949,2023/10/24,Electronics,294.8,5,Cash,Egypt,22.54,10,30.0,Male,1
T100286,C1663,2023/12/10,Clothing,66.15,4,Mobile Money,NIGERIA,36.34,10,42.0,Male,0
T100287,C2868,2022/12/10,Clothing,76.58,1,Bank Transfer,Kenya ,14.44,3,18.0,Female,0
T100288,C1939,2023/05/25,Electronics,249.27,4,Bank Transfer,Kenya,,9,58.0,Male,0
T100289,C1378,01-06-2022,Home,427.65,5,Mobile Money,Kenya,2.45,3,36.0,Male,1
T100290,C2534,2023/08/16,Electronics,153.15,4,Card,ethiopia,3.25,2,35.0,Female,0
T100291,C2425,2022/08/03,Electronics,489.78,1,Bank Transfer,S. Africa,46.69,5,38.0,Female,0
T100292,C2258,2023/07/31,Sports,94.05,3,,Nigeria,23.24,12,69.0,Female,1
T100293,C1093,2022/12/08,Clothing,8017.81,1,Mobile Money,ethiopia,,11,43.0,Male,0
T100294,C1397,2022/12/05,Sports,399.64,4,Cash,ethiopia,44.8,14,65.0,Female,1
T100295,C2137,03-07-2023,Home,444.57,2,Mobile Money,Egypt,49.18,14,56.0,Male,1
T100296,C2444,2022/11/19,Home,251.04,4,Mobile Money,Ghana,8.75,1,23.0,Male,1
T100297,C2853,28-05-2023,Home,367.56,3,Cash,Kenya,41.11,11,31.0,Female,1
T100298,C2461,19-06-2023,Home,345.09,1,Mobile Money,Nigeria,5.16,12,54.0,Male,1
T100299,C1410,17-07-2022,Home,337.21,2,Mobile Money,S. Africa,27.98,9,38.0,Female,0
T100300,C1350,2022/03/14,Home,30.11,1,Card,Kenya,21.32,10,58.0,Female,1
T100301,C1639,2022/12/07,Electronics,379.09,2,Card,Kenya ,4.86,11,47.0,Male,0
T100302,C2763,24-09-2023,Home,351.31,3,Bank Transfer,Kenya,23.77,8,36.0,Male,0
T100303,C1830,2022/04/20,Electronics,268.71,4,Cash,ethiopia,7.95,2,70.0,Female,1
T100304,C2161,2022/12/17,Clothing,336.45,5,Bank Transfer,S. Africa,23.15,14,37.0,Male,0
T100305,C2403,2023/09/03,Sports,324.27,2,Cash,Nigeria,37.85,8,42.0,Female,0
T100306,C1421,2023/11/29,Home,457.04,4,Mobile Money,S. Africa,0.41,7,36.0,Male,0
T100307,C2440,2023/07/28,Home,144.69,4,Bank Transfer,NIGERIA,20.3,4,48.0,Female,1
T100308,C2720,04-03-2023,Clothing,40.51,-4,Bank Transfer,Ethiopia,4.23,7,68.0,Female,0
T100309,C1930,2023/06/06,Sports,116.74,1,Bank Transfer,South Africa,35.61,9,20.0,Female,1
T100310,C1231,2023/08/18,Electronics,366.99,3,Bank Transfer,ethiopia,44.5,8,60.0,Male,1
T100311,C2255,2022/02/24,Electronics,258.77,3,Bank Transfer,Ghana,,10,64.0,Female,0
T100312,C2288,2023/04/30,Electronics,149.42,1,Mobile Money,Ethiopia,25.28,5,57.0,Female,0
T100313,C2518,2022/04/25,Clothing,188.03,2,Bank Transfer,ethiopia,43.1,2,56.0,Male,1
T100314,C2541,2023/02/27,Clothing,364.37,5,Mobile Money,Ghana,37.77,3,48.0,Male,1
T100315,C2399,2023/12/24,Home,435.79,-4,Bank Transfer,ethiopia,,9,45.0,Female,1
T100316,C1553,2022/10/01,Home,198.62,2,Cash,Ethiopia,,1,18.0,Male,1
T100317,C1719,2022/08/13,Home,16.73,5,Cash,Kenya,35.4,14,42.0,Male,0
T100318,C2424,08-07-2022,Sports,42.48,3,Bank Transfer,Egypt,12.87,5,42.0,Male,1
T100319,C2957,29-09-2022,Electronics,464.65,2,Bank Transfer,ethiopia,38.44,11,46.0,Male,0
T100320,C1149,2022/03/14,Home,14.29,1,Card,Ghana,7.58,7,50.0,Female,1
T100321,C1893,2023/02/18,Electronics,6.64,4,Card,Egypt,16.67,1,59.0,Female,0
T100322,C2722,2023/04/16,Home,92.43,4,Cash,NIGERIA,44.82,6,58.0,Male,0
T100323,C1073,17-07-2022,Clothing,36.18,3,Bank Transfer,Kenya ,,6,68.0,Female,0
T100324,C1433,2023/11/01,Sports,435.75,5,Cash,Nigeria,36.77,1,,Male,0
T100325,C1352,10-10-2023,Home,53.16,5,Card,Kenya,5.71,10,69.0,Female,1
T100326,C1664,2022/05/04,Clothing,482.52,1,Cash,Kenya,13.69,3,53.0,Male,0
T100327,C1273,2022/04/13,Sports,12.74,1,Card,Kenya,35.34,5,69.0,Female,0
T100328,C1422,2022/05/27,Sports,469.35,1,Cash,S. Africa,47.51,13,,Male,0
T100329,C1240,2023/06/27,Home,493.46,4,Cash,South Africa,5.63,14,48.0,Male,0
T100330,C1110,2023/10/23,Clothing,170.48,4,Card,Nigeria,46.24,13,50.0,Male,1
T100331,C2213,2023/08/17,Clothing,449.69,1,Mobile Money,South Africa,36.89,7,22.0,Female,0
T100332,C2823,23-03-2023,Sports,189.88,2,Mobile Money,South Africa,,10,26.0,Female,1
T100333,C1856,2022/06/25,Clothing,303.8,5,Cash,ethiopia,42.75,14,31.0,Female,1
T100334,C1029,2023/03/15,Clothing,219.95,5,Cash,Nigeria,,8,,Female,1
T100335,C2658,2023/12/15,Sports,46.13,4,Cash,Ghana,11.95,1,37.0,Female,0
T100336,C2999,2023/04/11,Clothing,205.65,3,Bank Transfer,Nigeria,43.02,12,20.0,Female,0
T100337,C2613,03-12-2023,Home,32.13,3,Card,Egypt,,6,53.0,Male,0
T100338,C1685,2022/09/02,Sports,377.38,2,Cash,Ghana,25.18,1,40.0,Male,1
T100339,C2453,2023/06/29,Home,187.23,1,Cash,Kenya ,4.37,3,22.0,Female,0
T100340,C2427,2022/06/01,Clothing,315.5,5,Cash,NIGERIA,22.19,5,19.0,Male,1
T100341,C1843,2023/08/16,Home,334.6,5,Bank Transfer,S. Africa,6.6,3,32.0,Female,0
T100342,C1303,28-12-2022,Clothing,84.59,2,Cash,Ethiopia,8.06,6,46.0,Male,0
T100343,C2151,26-12-2023,Home,78.23,2,Mobile Money,Nigeria,20.23,3,38.0,Female,1
T100344,C1970,2022/10/24,Clothing,365.63,3,Card,Nigeria,6.97,5,57.0,Female,1
T100345,C1189,01-12-2022,Clothing,114.96,3,,ethiopia,42.47,2,43.0,Female,0
T100346,C2860,2023/11/14,Clothing,216.68,1,Mobile Money,Ghana,48.88,2,46.0,Female,1
T100347,C1591,2022/06/17,Sports,210.03,5,Card,Ghana,23.73,6,55.0,Male,0
T100348,C1838,2023/10/17,Sports,233.75,2,Cash,NIGERIA,14.47,14,55.0,Female,0
T100349,C1054,03-01-2022,Home,417.95,3,Bank Transfer,South Africa,1.42,8,22.0,Female,1
T100350,C2158,2023/03/23,Sports,410.05,5,Card,Ethiopia,29.08,8,26.0,Male,1
T100351,C1739,2023/03/06,Home,149.37,1,Cash,Ethiopia,38.23,3,38.0,Female,1
T100352,C2403,2023/12/16,Electronics,179.06,2,Mobile Money,Kenya ,20.6,3,27.0,Male,0
T100353,C1854,2023/04/17,Electronics,462.09,3,Mobile Money,Kenya ,44.49,13,29.0,Male,0
T100354,C1455,2022/05/12,Clothing,157.18,1,Bank Transfer,Kenya,3.89,13,30.0,Male,1
T100355,C1243,17-09-2022,Home,378.5,5,Cash,South Africa,9.24,2,65.0,Female,1
T100356,C1328,2023/05/28,Clothing,38.83,1,Cash,Ghana,8.59,1,24.0,Female,1
T100357,C2429,27-08-2023,Electronics,180.64,2,Cash,Egypt,6.18,3,41.0,Male,0
T100358,C1671,21-05-2023,Home,369.41,4,Cash,Ghana,49.25,14,69.0,Female,0
T100359,C1026,2023/11/22,Electronics,263.72,1,Cash,S. Africa,48.88,3,30.0,Female,0
T100360,C1476,2023/03/11,Home,384.16,4,Mobile Money,S. Africa,47.51,9,67.0,Male,1
T100361,C2002,25-05-2023,Clothing,16066.98,4,Card,NIGERIA,30.23,5,24.0,Female,1
T100362,C1413,2022/10/28,Sports,273.51,5,Card,Nigeria,49.54,2,38.0,Female,1
T100363,C1073,03-02-2022,Home,86.25,3,Bank Transfer,Kenya,28.44,9,54.0,Male,0
T100364,C1801,2022/09/27,Sports,179.62,3,,Nigeria,6.41,13,19.0,Female,1
T100365,C1199,2023/03/15,Home,32.94,2,Mobile Money,Kenya,43.45,3,,Female,1
T100366,C1546,2022/01/21,Electronics,191.98,5,Card,Kenya,34.54,8,66.0,Male,1
T100367,C1744,23-03-2023,Electronics,270.24,1,Mobile Money,NIGERIA,40.23,2,55.0,Female,1
T100368,C1137,2023/08/04,Sports,176.92,3,Mobile Money,ethiopia,15.67,5,47.0,Male,0
T100369,C2285,2023/12/22,Clothing,110.41,4,Mobile Money,ethiopia,40.45,7,64.0,Male,1
T100370,C1947,01-06-2022,Home,208.08,1,Cash,Ghana,41.19,5,33.0,Male,0
T100371,C1393,29-01-2022,Home,282.11,1,Cash,Ethiopia,1.46,5,29.0,Male,1
T100372,C2602,21-01-2022,Electronics,152.5,4,Mobile Money,Kenya,19.84,14,25.0,Male,1
T100373,C2016,03-04-2022,Electronics,160.14,4,Cash,South Africa,7.21,5,34.0,Male,1
T100374,C2092,2023/01/19,Electronics,214.77,3,Cash,Egypt,,10,65.0,Male,0
T100375,C1518,2023/07/20,Home,344.2,2,Bank Transfer,NIGERIA,46.38,5,70.0,Female,0
T100376,C2760,2022/06/14,Home,384.54,1,Mobile Money,Kenya ,23.55,14,45.0,Male,0
T100377,C2430,2022/09/25,Home,365.97,3,Bank Transfer,Nigeria,32.07,8,,Male,1
T100378,C1642,13-08-2023,Clothing,358.21,2,Bank Transfer,Egypt,22.57,3,61.0,Female,1
T100379,C1406,2022/03/28,Clothing,191.77,5,,Nigeria,46.16,11,23.0,Male,1
T100380,C2436,22-06-2022,Sports,78.88,2,,ethiopia,21.76,8,49.0,Male,0
T100381,C2937,30-09-2022,Sports,218.5,2,Mobile Money,South Africa,20.92,3,34.0,Female,0
T100382,C1757,2023/08/20,Sports,237.1,4,Cash,NIGERIA,36.81,2,21.0,Male,1
T100383,C2860,2022/12/29,Electronics,12568.13,4,Mobile Money,ethiopia,2.06,3,39.0,Male,0
T100384,C1649,2023/12/29,Clothing,160.07,4,Mobile Money,NIGERIA,14.15,10,34.0,Female,0
T100385,C1646,2023/05/19,Clothing,461.81,4,Card,Nigeria,,5,47.0,Female,0
T100386,C1904,2023/01/01,Sports,60.68,2,Card,South Africa,43.41,3,70.0,Male,0
T100387,C2077,08-08-2023,Electronics,251.56,3,Card,Kenya,19.71,2,,Female,1
T100388,C1929,2023/10/06,Electronics,26.7,4,Mobile Money,S. Africa,6.47,13,38.0,Male,1
T100389,C1189,13-02-2023,Clothing,433.43,2,Cash,NIGERIA,14.25,11,37.0,Female,1
T100390,C2850,2023/12/03,Home,416.87,4,Bank Transfer,Kenya ,13.42,2,69.0,Male,1
T100391,C2291,13-03-2023,Home,339.84,2,Bank Transfer,ethiopia,4.2,2,48.0,Male,1
T100392,C2723,2022/09/12,Home,277.74,5,Card,NIGERIA,4.72,10,40.0,Male,0
T100393,C1233,2023/11/09,Clothing,27.4,3,Mobile Money,Kenya ,37.87,13,69.0,Male,0
T100394,C2529,11-09-2023,Electronics,13.87,1,Cash,Kenya ,34.59,12,49.0,Female,1
T100395,C2647,06-11-2022,Clothing,6678.69,-2,Card,Ethiopia,32.49,11,52.0,Female,1
T100396,C1303,2023/05/01,Electronics,80.45,4,,Kenya ,29.26,10,43.0,Male,0
T100397,C2291,2024/01/01,Sports,369.85,5,,NIGERIA,24.31,10,70.0,Male,0
T100398,C2081,2022/01/20,Home,137.59,4,Card,Egypt,22.42,3,30.0,Female,0
T100399,C2039,2022/08/13,Home,427.46,4,Cash,NIGERIA,47.99,11,41.0,Male,0
T100400,C1578,2023/12/09,Sports,103.74,1,Bank Transfer,Kenya ,15.18,1,40.0,Female,0
T100401,C1357,31-05-2023,Electronics,61.41,5,Cash,Egypt,39.24,13,35.0,Male,0
T100402,C2897,2023/03/25,Electronics,391.92,1,Card,Ethiopia,31.5,6,36.0,Female,0
T100403,C1315,2023/10/25,Clothing,104.94,1,Cash,Kenya ,17.07,2,63.0,Female,0
T100404,C1310,2023/06/27,Clothing,217.27,4,Mobile Money,Kenya ,,13,22.0,Female,1
T100405,C2581,2022/06/18,Sports,331.79,5,Card,ethiopia,48.63,11,37.0,Female,1
T100406,C1016,2022/10/14,Clothing,225.86,5,Bank Transfer,NIGERIA,38.77,2,39.0,Male,1
T100407,C1437,2022/04/06,Home,379.74,1,Mobile Money,Ghana,36.33,2,41.0,Female,0
T100408,C1097,2023/10/29,Sports,369.75,2,Cash,Ghana,33.35,10,63.0,Male,0
T100409,C1671,2023/06/13,Home,77.54,4,Card,NIGERIA,44.43,8,61.0,Female,1
T100410,C2196,2023/05/26,Sports,474.17,4,Cash,Ethiopia,24.24,12,51.0,Male,1
T100411,C1969,2022/02/03,Home,63.79,1,Card,Ghana,2.01,6,41.0,Female,0
T100412,C2620,27-05-2022,Sports,447.66,2,Cash,Kenya ,0.1,2,44.0,Female,1
T100413,C2843,2022/12/12,Sports,417.67,2,Bank Transfer,Kenya ,7.45,2,60.0,Female,0
T100414,C2843,2023/02/09,Electronics,445.57,1,Cash,S. Africa,31.51,5,25.0,Male,0
T100415,C2956,2023/09/26,Electronics,263.27,5,Card,ethiopia,,13,63.0,Female,0
T100416,C2652,2023/07/01,Sports,248.28,3,Bank Transfer,Nigeria,42.98,5,24.0,Female,0
T100417,C1374,2022/09/19,Clothing,206.6,5,Mobile Money,Nigeria,14.9,3,38.0,Male,0
T100418,C1414,2022/09/03,Clothing,377.43,1,Mobile Money,Kenya ,27.66,1,32.0,Male,1
T100419,C2134,2023/08/24,Clothing,327.52,5,Bank Transfer,ethiopia,10.17,6,28.0,Female,1
T100420,C1085,2022/01/02,Home,87.85,4,Mobile Money,NIGERIA,49.96,4,50.0,Male,0
T100421,C1615,2022/04/02,Electronics,363.91,4,Cash,Egypt,44.2,11,66.0,Female,0
T100422,C2356,2022/11/26,Sports,167.59,2,Card,Nigeria,45.07,7,62.0,Female,0
T100423,C2612,2023/10/27,Electronics,408.95,1,Mobile Money,NIGERIA,41.37,3,69.0,Male,0
T100424,C1947,2023/01/15,Sports,16147.17,3,Cash,S. Africa,31.26,4,49.0,Male,1
T100425,C2009,2023/12/22,Clothing,19763.95,1,Mobile Money,Kenya ,8.52,12,61.0,Male,0
T100426,C2204,2022/05/12,Clothing,287.1,5,Mobile Money,Nigeria,49.6,9,61.0,Female,0
T100427,C2920,2023/03/14,Electronics,164.88,4,Mobile Money,ethiopia,23.33,13,64.0,Female,1
T100428,C2090,2023/04/05,Sports,45.5,1,Cash,NIGERIA,47.89,4,37.0,Male,0
T100429,C1982,2023/03/19,Home,127.34,3,Card,ethiopia,39.71,13,46.0,Female,0
T100430,C1175,2022/03/04,Sports,424.61,2,Card,Kenya ,2.74,7,61.0,Male,1
T100431,C2740,2023/01/26,Sports,301.79,1,Bank Transfer,NIGERIA,44.0,6,61.0,Female,1
T100432,C2203,17-07-2022,Electronics,38.43,2,Cash,Ghana,17.77,10,33.0,Male,0
T100433,C1261,2022/11/16,Home,443.18,2,Bank Transfer,Egypt,14.55,9,61.0,Male,0
T100434,C1864,19-12-2022,Clothing,104.62,2,Bank Transfer,Kenya ,29.99,10,39.0,Female,1
T100435,C1332,2022/04/18,Electronics,460.38,2,Bank Transfer,South Africa,24.04,14,65.0,Female,0
T100436,C2691,2022/01/07,Electronics,279.57,4,Cash,Egypt,,4,32.0,Male,1
T100437,C2735,22-07-2023,Clothing,17643.22,1,Cash,Kenya,16.92,8,69.0,Male,1
T100438,C2798,30-12-2023,Clothing,69.74,5,Bank Transfer,Egypt,29.98,4,66.0,Male,1
T100439,C2617,2022/06/02,Electronics,143.64,5,Bank Transfer,Kenya,39.23,10,50.0,Female,1
T100440,C2062,21-04-2023,Home,244.23,4,Mobile Money,S. Africa,32.49,4,33.0,Female,1
T100441,C2820,2023/01/22,Home,46.96,3,Bank Transfer,South Africa,29.2,10,46.0,Female,1
T100442,C2647,2023/05/25,Sports,11625.33,1,Mobile Money,Ghana,42.13,11,35.0,Male,0
T100443,C1146,04-01-2023,Clothing,339.18,3,Cash,Ethiopia,49.92,12,,Female,1
T100444,C2684,2022/12/21,Sports,411.82,1,Bank Transfer,Ethiopia,43.27,12,48.0,Female,1
T100445,C1697,2022/03/29,Clothing,471.26,4,Bank Transfer,Nigeria,18.74,3,,Female,1
T100446,C1461,2023/03/06,Sports,346.81,5,Card,Nigeria,46.11,6,69.0,Female,1
T100447,C1418,05-02-2023,Sports,58.78,4,Mobile Money,Kenya,33.74,14,,Male,0
T100448,C2866,31-01-2023,Clothing,264.58,3,Card,NIGERIA,19.56,3,48.0,Female,0
T100449,C1266,2022/07/30,Sports,289.67,2,Bank Transfer,Nigeria,49.55,14,69.0,Female,1
T100450,C1942,2023/04/19,Electronics,441.09,3,Bank Transfer,Ethiopia,20.75,10,47.0,Male,0
T100451,C1805,2023/12/17,Clothing,83.18,5,Mobile Money,Kenya,34.9,4,44.0,Male,1
T100452,C1156,2022/04/18,Home,86.6,1,,Kenya ,19.06,14,,Male,0
T100453,C1669,2023/11/18,Sports,45.86,4,Cash,Ghana,42.08,1,29.0,Female,0
T100454,C1158,2023/11/19,Home,182.25,1,Cash,Nigeria,41.83,11,60.0,Female,1
T100455,C1909,2022/02/23,Electronics,384.72,3,Cash,Nigeria,21.08,6,61.0,Male,0
T100456,C2632,12-11-2023,Clothing,258.69,3,Cash,ethiopia,19.75,4,40.0,Male,1
T100457,C2339,20-11-2022,Clothing,37.68,5,,South Africa,20.55,8,24.0,Male,1
T100458,C2964,2022/04/08,Sports,486.32,3,Cash,Egypt,48.9,2,56.0,Female,1
T100459,C2046,2023/10/18,Electronics,310.09,3,Cash,South Africa,30.99,6,30.0,Male,0
T100460,C1487,2023/09/05,Sports,167.7,1,Bank Transfer,Ghana,37.53,12,33.0,Male,0
T100461,C2641,2023/12/05,Clothing,193.84,4,Card,Kenya ,3.5,11,31.0,Male,0
T100462,C1483,04-06-2023,Sports,362.23,2,Cash,S. Africa,22.41,5,48.0,Female,1
T100463,C1773,2022/06/21,Sports,368.79,4,Card,NIGERIA,42.7,5,27.0,Male,1
T100464,C1779,2023/04/20,Home,304.98,2,Bank Transfer,South Africa,0.21,12,49.0,Female,1
T100465,C2987,2023/01/18,Home,296.21,1,Card,S. Africa,8.12,5,66.0,Female,1
T100466,C2426,2022/03/01,Sports,124.96,3,Card,Ethiopia,13.07,11,33.0,Male,0
T100467,C1239,2022/04/05,Sports,295.15,5,Cash,Ethiopia,41.49,5,52.0,Female,1
T100468,C2503,2023/02/26,Electronics,288.44,2,Mobile Money,NIGERIA,,3,18.0,Female,1
T100469,C2340,2022/10/23,Clothing,97.27,4,Cash,Kenya,22.53,3,65.0,Male,1
T100470,C2847,2023/02/23,Electronics,87.23,4,Card,Egypt,1.48,8,,Female,0
T100471,C2362,2023/08/20,Electronics,263.56,-5,Mobile Money,Kenya ,37.85,6,39.0,Male,1
T100472,C2362,2023/02/13,Electronics,437.17,1,Bank Transfer,NIGERIA,36.26,3,25.0,Female,0
T100473,C1754,2023/04/08,Sports,331.81,-3,Card,Nigeria,48.48,11,56.0,Male,1
T100474,C1876,2023/05/03,Electronics,150.46,2,Card,Kenya,15.07,9,47.0,Female,0
T100475,C1987,2023/11/10,Clothing,377.86,1,Card,Nigeria,8.01,7,32.0,Female,0
T100476,C2362,2022/05/20,Sports,347.43,5,Card,NIGERIA,45.51,12,59.0,Female,0
T100477,C1457,23-09-2022,Electronics,173.42,2,Card,Ethiopia,42.67,10,37.0,Male,1
T100478,C1867,2022/11/24,Clothing,302.8,4,Card,Kenya ,15.8,5,49.0,Male,1
T100479,C1298,2023/11/13,Electronics,157.9,1,Mobile Money,S. Africa,23.91,8,42.0,Female,0
T100480,C2695,2022/08/04,Clothing,31.02,2,Bank Transfer,Ghana,49.22,14,19.0,Female,1
T100481,C2388,2023/04/30,Sports,266.28,2,Bank Transfer,Egypt,37.61,13,63.0,Male,0
T100482,C1904,2023/12/14,Clothing,403.16,1,Mobile Money,S. Africa,5.1,14,45.0,Male,0
T100483,C1196,2022/12/31,Clothing,63.09,3,Bank Transfer,NIGERIA,12.25,7,62.0,Male,1
T100484,C2588,2023/12/10,Electronics,433.12,3,Bank Transfer,Kenya,5.83,11,50.0,Female,1
T100485,C2420,2022/04/07,Clothing,499.98,3,Cash,Kenya,35.69,9,70.0,Female,1
T100486,C1130,2023/06/16,Electronics,107.69,1,Cash,Ethiopia,0.27,6,26.0,Male,0
T100487,C2151,2022/09/20,Electronics,66.73,5,Cash,Nigeria,,9,36.0,Female,0
T100488,C2181,2023/05/18,Home,257.74,1,,Ethiopia,14.99,3,31.0,Female,0
T100489,C2493,2023/09/30,Home,326.64,4,Card,NIGERIA,47.01,4,64.0,Male,1
T100490,C2154,2023/11/05,Clothing,80.98,4,,S. Africa,12.37,9,53.0,Female,0
T100491,C1743,2022/12/08,Clothing,116.75,-4,Cash,Kenya,39.14,9,37.0,Female,0
T100492,C2083,2022/12/24,Home,305.7,2,Mobile Money,NIGERIA,9.03,11,52.0,Female,1
T100493,C2213,11-05-2022,Clothing,75.62,3,Card,Egypt,35.38,10,47.0,Female,1
T100494,C2028,21-10-2022,Sports,360.64,2,Mobile Money,Kenya,47.37,6,58.0,Male,0
T100495,C1338,13-08-2023,Home,248.96,4,Cash,ethiopia,34.26,9,,Male,0
T100496,C2462,2023/03/12,Home,370.8,5,Card,Ethiopia,33.73,9,29.0,Male,1
T100497,C2950,2022/02/22,Sports,485.02,2,Card,Kenya ,14.68,12,43.0,Female,0
T100498,C2915,2023/04/20,Sports,7.92,3,Mobile Money,Egypt,44.51,6,120.0,Male,0
T100499,C1841,2022/05/07,Electronics,330.03,4,Mobile Money,NIGERIA,44.61,5,46.0,Female,0
T100500,C1286,2022/12/29,Electronics,435.9,2,,NIGERIA,21.05,1,30.0,Female,0
T100501,C1862,2023/05/16,Clothing,383.37,5,Bank Transfer,Kenya,39.64,6,67.0,Male,1
T100502,C1879,2023/09/04,Sports,144.7,4,Cash,ethiopia,9.34,2,62.0,Female,0
T100503,C1970,2023/12/25,Electronics,253.66,5,Cash,Ethiopia,20.06,4,,Male,0
T100504,C2770,2022/02/22,Home,490.16,4,Bank Transfer,NIGERIA,32.19,5,40.0,Male,1
T100505,C2833,18-02-2022,Electronics,373.65,4,Mobile Money,Kenya,21.55,8,37.0,Male,0
T100506,C1678,2023/01/05,Home,296.51,2,Mobile Money,NIGERIA,4.36,11,,Male,0
T100507,C2443,2023/04/02,Electronics,311.41,4,Cash,Ethiopia,2.19,9,66.0,Female,1
T100508,C1918,2023/10/07,Sports,212.41,5,Card,Ghana,34.84,1,21.0,Male,1
T100509,C2013,2023/12/03,Electronics,376.61,4,Bank Transfer,South Africa,9.2,4,18.0,Female,1
T100510,C1621,14-08-2022,Home,89.7,2,,Ethiopia,47.1,3,68.0,Male,0
T100511,C2094,29-04-2022,Home,486.25,5,Mobile Money,NIGERIA,44.92,1,18.0,Male,1
T100512,C1361,2022/09/20,Electronics,345.62,3,Cash,South Africa,16.21,11,66.0,Female,0
T100513,C2494,2023/03/21,Sports,94.85,2,Cash,Ethiopia,,3,70.0,Male,0
T100514,C1293,2022/03/15,Sports,485.34,5,Cash,Nigeria,30.16,1,18.0,Male,0
T100515,C1508,27-03-2022,Electronics,9.65,5,Mobile Money,Kenya,10.12,10,70.0,Female,1
T100516,C1316,07-09-2022,Home,65.92,1,Mobile Money,NIGERIA,7.09,1,42.0,Female,0
T100517,C2887,2023/12/02,Electronics,495.43,3,Mobile Money,Egypt,5.92,2,56.0,Female,1
T100518,C2228,2022/07/05,Clothing,345.14,3,Mobile Money,Ghana,45.81,5,63.0,Male,0
T100519,C2592,03-11-2023,Clothing,362.07,4,Card,NIGERIA,47.98,2,26.0,Female,1
T100520,C1653,2023/05/22,Sports,320.12,2,Bank Transfer,Kenya ,26.94,9,42.0,Female,0
T100521,C2439,31-03-2022,Electronics,426.04,4,Cash,Nigeria,45.57,14,70.0,Female,0
T100522,C2710,2023/07/19,Sports,414.77,2,Card,Ethiopia,,7,62.0,Male,1
T100523,C2715,2023/09/01,Electronics,74.93,1,Bank Transfer,Ethiopia,23.49,9,37.0,Female,1
T100524,C2600,2023/10/23,Home,34.7,5,Cash,Nigeria,19.82,8,34.0,Female,0
T100525,C1867,10-06-2022,Electronics,489.07,2,Bank Transfer,South Africa,19.61,9,22.0,Female,1
T100526,C1641,2023/10/31,Sports,402.65,2,Mobile Money,Kenya,18.14,6,36.0,Male,0
T100527,C1433,04-09-2023,Home,104.85,2,Mobile Money,S. Africa,28.24,13,21.0,Female,0
T100528,C1730,2022/10/17,Clothing,198.37,2,Card,ethiopia,5.05,3,68.0,Male,1
T100529,C1330,2022/06/05,Electronics,51.18,2,Cash,Ethiopia,49.67,12,51.0,Female,1
T100530,C2608,2022/05/15,Home,470.37,4,Cash,S. Africa,30.34,10,49.0,Male,0
T100531,C2569,2022/11/13,Electronics,230.13,3,Cash,S. Africa,18.17,3,47.0,Female,1
T100532,C2562,2023/03/29,Clothing,485.98,3,Mobile Money,S. Africa,45.86,6,57.0,Female,0
T100533,C2397,2023/02/28,Home,495.67,1,Cash,ethiopia,0.4,5,54.0,Male,0
T100534,C1795,2023/04/19,Home,323.03,4,Card,Kenya,45.87,13,43.0,Female,1
T100535,C2237,13-05-2023,Sports,230.02,4,Cash,Egypt,28.41,13,69.0,Female,1
T100536,C1437,25-02-2022,Electronics,343.42,2,Card,Ghana,20.25,12,44.0,Female,0
T100537,C2700,25-02-2022,Sports,377.82,3,Bank Transfer,ethiopia,34.44,12,62.0,Male,0
T100538,C1159,2023/11/15,Clothing,493.25,3,Card,Kenya ,46.69,6,61.0,Male,1
T100539,C2931,2022/05/09,Electronics,374.13,5,Cash,South Africa,17.4,11,18.0,Female,0
T100540,C1618,2022/11/11,Electronics,326.21,4,Mobile Money,ethiopia,21.29,6,29.0,Female,0
T100541,C2132,02-09-2023,Sports,423.32,4,Mobile Money,Kenya,49.77,2,19.0,Female,0
